text_original,text_cleaned,sentiment,source
[USERNAME] Parah ini bos. Sekelas Telkom laporan keuangan dipalsukan? Apakah hari ini saham TLKM masih Telkom-buy atau Telkom-sell.🤣🤣,parah ini bos sekelas telkom laporan keuangan dipalsukan apakah hari ini saham tlkm masih telkom-buy atau telkom-sell,Negative,Twitter (IDSMSA)
[USERNAME] [USERNAME] Kenapa ya TLKM ga naik2 lagi? Punya gw jg parah,kenapa ya tlkm ga naik2 lagi punya saya jg parah,Negative,Twitter (IDSMSA)
"[USERNAME] [USERNAME] [USERNAME] Pemain terbesarnya itu Indihome. Marginnya ketinggian, tembus 50% ! Andai dicukupin 25% aja, ada tambahan budget (25%x28T) ~ 7T utk upgrade perangkat/ekspansi coverage. Yg bisa merubah arah strategi TLKM pada skala itu hanya pemegang saham pengendali yaitu [USERNAME] / [USERNAME]",pemain terbesarnya itu indihome marginnya ketinggian tembus 50 andai dicukupin 25 saja ada tambahan budget 25 x28t 7t untuk upgrade perangkat ekspansi coverage yang bisa merubah arah strategi tlkm pada skala itu hanya pemegang saham pengendali yaitu,Neutral,Twitter (IDSMSA)
"IHSG Naik Sepekan, Investor Asing Asyik Borong Saham AMMN, BUKA, dan TLKM [URL]",ihsg naik sepekan investor asing asyik borong saham ammn buka dan tlkm,Positive,Twitter (IDSMSA)
"Indeks Bisnis-27 Menguat, Saham UNTR, BMRI, hingga TLKM Cuan [URL]",indeks bisnis-27 menguat saham untr bmri hingga tlkm cuan,Positive,Twitter (IDSMSA)
"10 Saham Paling Laris Dibeli Asing saat IHSG Lesu, TLKM, BUKA, UNTR Juara [URL]",10 saham paling laris dibeli asing saat ihsg lesu tlkm buka untr juara,Positive,Twitter (IDSMSA)
Telkom (TLKM) memiliki pundi-pundi baru keuntungan yang mengangkat prospek sedikit lebih bullish. Target harga saham TLKM direvisi naik. [URL],telkom tlkm memiliki pundi-pundi baru keuntungan yang mengangkat prospek sedikit lebih bullish target harga saham tlkm direvisi naik,Positive,Twitter (IDSMSA)
"Beda Arah BlackRock di Saham FREN, EXCL, hingga TLKM [URL]",beda arah blackrock di saham fren excl hingga tlkm,Neutral,Twitter (IDSMSA)
"IHSG Dibuka Fluktuatif, Saham AMMN, MEDC &amp TLKM Tebar Cuan [URL]",ihsg dibuka fluktuatif saham ammn medc amp tlkm tebar cuan,Positive,Twitter (IDSMSA)
Analisa saham IHSG. Tema How Long IHSG Can Go jelang data Bintang pekan ini. Video lengkapnya: [URL] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [URL],analisa saham ihsg tema how long ihsg can go jelang data bintang pekan ini video lengkapnya,Neutral,Twitter (IDSMSA)
[USERNAME] [USERNAME] Bluechip ngga sebegitu bagus juga. TLKM &amp ASII sudah aku pegang 6 tahun masih juga belum break even. Tergantung titik entry-nya sih.,bluechip tidak sebegitu bagus juga tlkm amp asii sudah aku pegang 6 tahun masih juga belum break even tergantung titik entry-nya sih,Negative,Twitter (IDSMSA)
"Kalangan analis merekomendasikan buy saham Telkom (TLKM), Indosat (ISAT), dan XL Axiata (EXCL). Tapi, mana yang bakal paling cuan? Simak... [URL]",kalangan analis merekomendasikan buy saham telkom tlkm indosat isat dan xl axiata excl tapi mana yang bakal paling cuan simak,Positive,Twitter (IDSMSA)
"Outflow big banks, waktunya banking koreksi? 😱 Klik dulu kuy 👇 [URL] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [URL]",outflow big banks waktunya banking koreksi klik dulu kuy,Negative,Twitter (IDSMSA)
"IHSG Naik Sepekan, Investor Asing Jual Saham BBCA, BBRI, TLKM [URL]",ihsg naik sepekan investor asing jual saham bbca bbri tlkm,Negative,Twitter (IDSMSA)
[USERNAME] [USERNAME] Jajan saham TLKM 2lot aja bun,jajan saham tlkm 2lot saja bun,Positive,Twitter (IDSMSA)
"Pemodal asing kembali mencatatkan penjualan bersih (net sell) saham, terbanyak melanda saham BBCA dan TLKM [URL]",pemodal asing kembali mencatatkan penjualan bersih net sell saham terbanyak melanda saham bbca dan tlkm,Negative,Twitter (IDSMSA)
"IHSG Berisiko Terkoreksi, Pantau Saham TLKM, ASII, ADMR, hingga AUTO [URL]",ihsg berisiko terkoreksi pantau saham tlkm asii admr hingga auto,Negative,Twitter (IDSMSA)
📈 STOCK BATTLE 📈 Halo para investor muda 🤗 Siapa nih yang udah nungguin stock battle dari kami? Kalian bakal pilih saham TLKM atau ISAT nihh.... Tentukan pilihan terbaik kalian✨ °°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°° [URL],stock battle halo para investor muda siapa ini yang sudah nungguin stock battle dari kami kalian bakal pilih saham tlkm atau isat nihh tentukan pilihan terbaik kalian,Neutral,Twitter (IDSMSA)
"IHSG Diprediksi Kembali Menguat, Saham BBNI dan TLKM Masuk Rekomendasi [URL]",ihsg diprediksi kembali menguat saham bbni dan tlkm masuk rekomendasi,Positive,Twitter (IDSMSA)
"IHSG pada perdagangan akhir pekan lalu ditutup turun 0,06% seiring dengan aksi investor asing yang masih melakukan penjualan bersih sebesar Rp513 miliar di antaranya pada saham UNTR, BMRI, dan TLKM. [URL]",ihsg pada perdagangan akhir pekan lalu ditutup turun 0 06 seiring dengan aksi investor asing yang masih melakukan penjualan bersih sebesar rp513 miliar di antaranya pada saham untr bmri dan tlkm,Negative,Twitter (IDSMSA)
"Saham grup Bakrie diborong asing setelah footsie, ada yang ikutan beli? 🤫 Difollow dulu guys 👇 [URL] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [URL]",saham grup bakrie diborong asing setelah footsie ada yang ikutan beli difollow dulu guys,Positive,Twitter (IDSMSA)
Pusat perhatian dunia kepada Testimony Fed Powell. [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [URL],pusat perhatian dunia kepada testimony fed powell,Neutral,Twitter (IDSMSA)
[USERNAME] TLKM tunggu di 3600an tuh. Kali aja double bottom.,tlkm tunggu di 3600an tuh kali saja double bottom,Positive,Twitter (IDSMSA)
[USERNAME] Adro bisa cicil Tlkm nay wns dulu tunggu 3600 an,adro bisa cicil tlkm nay wns dulu tunggu 3600 an,Positive,Twitter (IDSMSA)
Sy mulai pantau lagi saham TLKM Mumpung harganya masih &lt 4000 Targer tertinggi menuju 4400 ‼️🚀 [URL],sy mulai pantau lagi saham tlkm mumpung harganya masih lt 400 targer tertinggi menuju 4400,Positive,Twitter (IDSMSA)
"10 Saham Paling Banyak Dilego Asing Sepekan, Ada BBRI, INCO &amp TLKM [URL]",10 saham paling banyak dilego asing sepekan ada bbri inco amp tlkm,Negative,Twitter (IDSMSA)
"[USERNAME] cukup $TLKM aja yang bikin saya sakit seminggu, pernah CL 50 juta disana. Itu aja udah cukup pedih. Gak berani investasi apapun selain saham.",cukup tlkm saja yang bikin saya sakit seminggu pernah cl 50 juta disana itu saja sudah cukup pedih tidak berani investasi apapun selain saham,Negative,Twitter (IDSMSA)
"[USERNAME] [USERNAME] Iyaa bukan bumn tpi ada bumn yg invest ke mereka, tlkm wkwk",iyaa bukan bumn tapi ada bumn yang invest ke mereka tlkm,Negative,Twitter (IDSMSA)
"Intip Rekomendasi Saham Teknikal ELSA, ASII, dan TLKM untuk Hari Ini (15/8) [URL]",intip rekomendasi saham teknikal elsa asii dan tlkm untuk hari ini 15 8,Neutral,Twitter (IDSMSA)
"Sampai” mitratel Per 30 Juni 2023, pemegang saham Mitratel terdiri dari TLKM (71,85 persen), publik (15,44 persen), PT Maleo Investasi Indonesia (5,98 persen), dan Pemerintah Singapura (5,65 persen). [HASHTAG] [URL]",sampai mitratel per 30 juni 2023 pemegang saham mitratel terdiri dari tlkm 71 85 persen publik 15 44 persen pt maleo investasi indonesia 5 98 persen dan pemerintah singapura 5 65 persen,Neutral,Twitter (IDSMSA)
"BARENG dengan saham telekomunikasi digital EXCL, ekh, THS tlkm juga bullish imbas teknikal CS: morning star: [URL]",bareng dengan saham telekomunikasi digital excl ekh ths tlkm juga bullish imbas teknikal cs morning star,Positive,Twitter (IDSMSA)
"Intip Rekomendasi Saham Teknikal ELSA, ASII, dan TLKM untuk Hari Ini (15/8) - MSN [URL]",intip rekomendasi saham teknikal elsa asii dan tlkm untuk hari ini 15 8 - msn,Neutral,Twitter (IDSMSA)
"Simak Rekomendasi Saham TLKM, INDF, BUKA, dan BTPS dari RHB Sekuritas, Senin (14/8) - MSN [URL]",simak rekomendasi saham tlkm indf buka dan btps dari rhb sekuritas senin 14 8 - msn,Neutral,Twitter (IDSMSA)
"View emiten komponen otomotif, saham AMMN SIDO TLKM [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [URL]",view emiten komponen otomotif saham ammn sido tlkm,Neutral,Twitter (IDSMSA)
"[USERNAME] Jangan slot mbk cantik. Mending investasi di saham kyk BBRI, BBCA, TLKM, INDF, UNTR, ITMG dll. Selain dapat capital gain, kamu juga dapat dividen yang dibagikan perusahaan tersebut. Ada yg setahun 1x 2x bahkan 4x.",jangan slot mbk cantik mending investasi di saham kyk bbri bbca tlkm indf untr itmg dll selain dapat capital gain kamu juga dapat dividen yang dibagikan perusahaan tersebut ada yang setahun 1x 2x bahkan 4x,Positive,Twitter (IDSMSA)
"[HASHTAG] Rajin Investasi &amp Valuasi Murah, Saham TLKM Siap Nanjak? [URL]",rajin investasi amp valuasi murah saham tlkm siap nanjak,Positive,Twitter (IDSMSA)
"Simak Rekomendasi Saham TLKM, INDF, BUKA, dan BTPS dari RHB Sekuritas, Senin (14/8) [URL]",simak rekomendasi saham tlkm indf buka dan btps dari rhb sekuritas senin 14 8,Neutral,Twitter (IDSMSA)
"IHSG Hari Ini Diprediksi Sideways, Cek Saham TLKM, INDF, BPTS &amp BUKA [URL]",ihsg hari ini diprediksi sideways cek saham tlkm indf bpts amp buka,Neutral,Twitter (IDSMSA)
"[USERNAME] Hmm menarik, perlu dipantau nih saham TLKM",hmm menarik perlu dipantau ini saham tlkm,Positive,Twitter (IDSMSA)
"[USERNAME] [USERNAME] Setuju bangettt, gak usah minta nabung saham apalgi investor kalau saham IPO pada ambles dan jd emiten yg diawasi",setuju bangett tidak usah minta nabung saham apalgi investor kalau saham ipo pada ambles dan jd emiten yang diawasi,Negative,Twitter (IDSMSA)
"Daftar Rekomendasi Saham Hari Ini, Ada ANTM hingga TLKM - [URL] [URL]",daftar rekomendasi saham hari ini ada antm hingga tlkm -,Neutral,Twitter (IDSMSA)
"Daftar Rekomendasi Saham Hari Ini, Ada ANTM hingga TLKM - HalloIndo [URL]",daftar rekomendasi saham hari ini ada antm hingga tlkm - halloindo,Neutral,Twitter (IDSMSA)
"Busmillah Aww yuk belajar, atm, dll, nabung, investasi saham dll, di BEI via RTI, dll, berarti 715 bagi 2 maka 357,5 dibulatkan 358 lot untuk ANTM, INDF, MPMX, PTBA, BRIS, KLBF, TLKM, ASII, CTRA, MTDL, SMDR, atau 25 % saja yaitu 178, 75 atau dibulatkan 179 lot www Alhamdilillah",busmillah aww yuk belajar atm dll nabung investasi saham dll di bei via rti dll berarti 715 bagi 2 maka 357 5 dibulatkan 358 lot untuk antm indf mpmx ptba bris klbf tlkm asii ctra mtdl smdr atau 25 saja yaitu 178 75 atau dibulatkan 179 lot ww alhamdilillah,Positive,Twitter (IDSMSA)
"IHSG Sesi I Menguat ke 6.886, Saham BBCA, TLKM &amp GOTO Paling Laris [URL]",ihsg sesi i menguat ke 6 886 saham bbca tlkm amp goto paling laris,Positive,Twitter (IDSMSA)
View kinerja saham big cap &amp blue chip (sebelumnya view bank digital artikel 2 Agustus) &amp prospek saham logam. [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [URL],view kinerja saham big cap amp blue chip sebelumnya view bank digital artikel 2 agustus amp prospek saham logam,Neutral,Twitter (IDSMSA)
"IHSG Diprediksi Melemah, Simak Rekomendasi Saham KLBF, TLKM, ARTO, hingga BSDE [URL]",ihsg diprediksi melemah simak rekomendasi saham klbf tlkm arto hingga bsde,Negative,Twitter (IDSMSA)
"Blackrock mengincar saham di Indonesia, akumulasi saham2 dari berbagai sektor, di antaranya [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG]. [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [URL]",blackrock mengincar saham di indonesia akumulasi saham2 dari berbagai sektor di antaranya,Positive,Twitter (IDSMSA)
Ada apa dengan TKLM? Saham TLKM telah mengalami penurunan 6.8% sebulan ini. [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [URL],ada apa dengan tklm saham tlkm telah mengalami penurunan 6 8 sebulan ini,Negative,Twitter (IDSMSA)
Kilas IHSG Sepekan: Saham GOTO hingga TLKM Jadi Incaran Investor [URL],kilas ihsg sepekan saham goto hingga tlkm jadi incaran investor,Positive,Twitter (IDSMSA)
Balik Arah JP Morgan &amp BlackRock di Saham Telkom (TLKM) [URL],balik arah jp morgan amp blackrock di saham telkom tlkm,Neutral,Twitter (IDSMSA)
"IDX High Dividend 20: BY JO inves d 7 saham : adro, antm, amrt, asii, bbca, bbri, n tlkm, neh : [URL]",idx high dividend 20 by jo inves d 7 saham adro antm amrt asii bbca bbri n tlkm neh,Neutral,Twitter (IDSMSA)
Mirae Sekuritas mempertahankan rekomendasi overweight untuk sektor telekomunikasi dengan pilihan utama pada saham EXCL dan TLKM. [URL],mirae sekuritas mempertahankan rekomendasi overweight untuk sektor telekomunikasi dengan pilihan utama pada saham excl dan tlkm,Positive,Twitter (IDSMSA)
"Kenapa ya [USERNAME] dengan $TLKM itu sama aja, udah tau itu ga bagus bagus amat tapi kenapa ya getolll banget disitu gitu lhoo. Mau saham, kualitas internet yang dihadirin juga gitu hadehhh kapan nih $TLKM menghijau",kenapa ya dengan tlkm itu sama saja sudah tau itu ga bagus bagus amat tapi kenapa ya getoll banget disitu gitu lhoo mau saham kualitas internet yang dihadirin juga gitu hadehh kapan ini tlkm menghijau,Negative,Twitter (IDSMSA)
[USERNAME] Aku nyangkut di $TLKM dasar... 😤,aku nyangkut di tlkm dasar,Negative,Twitter (IDSMSA)
"IHSG Menguji 7.000, Cek Rekomendasi Saham TLKM, TOWR hingga PGAS - Market [URL]",ihsg menguji 7 00 cek rekomendasi saham tlkm towr hingga pgas - market,Neutral,Twitter (IDSMSA)
"IHSG Diprediksi Bangkit, Saham TLKM hingga BBRI Jadi Rekomendasi - Katadata [URL]",ihsg diprediksi bangkit saham tlkm hingga bbri jadi rekomendasi - katadata,Positive,Twitter (IDSMSA)
"Usai Rilis Keuangan, Begini Pandangan Analis Terkait Saham Telkom (TLKM) [URL]",usai rilis keuangan begini pandangan analis terkait saham telkom tlkm,Neutral,Twitter (IDSMSA)
"IHSG Diprediksi Naik, Analis Rekomendasikan Saham TLKM Hingga ADRO - Katadata [URL]",ihsg diprediksi naik analis rekomendasikan saham tlkm hingga adro - katadata,Positive,Twitter (IDSMSA)
"IHSG Diprediksi Naik, Analis Rekomendasikan Saham TLKM Hingga ADRO [URL]",ihsg diprediksi naik analis rekomendasikan saham tlkm hingga adro,Positive,Twitter (IDSMSA)
"Saham Telkom (TLKM) lagi diobral, terlihat pada valuasi yang murah. [URL]",saham telkom tlkm lagi diobral terlihat pada valuasi yang murah,Positive,Twitter (IDSMSA)
-&gt Saham Telko yang diem2 aja siap mulai bergairah nih. $TLKM via Telkomsel lagi bersaing ketat dengan $EXCL di pasar konvergensi setelah Indihome dioper ke Telkomsel.,#NAME?,Positive,Twitter (IDSMSA)
Cek Rekomendasi Saham Telkom (TLKM) Usai Rilis Kinerja Semester I-2023 [URL],cek rekomendasi saham telkom tlkm usai rilis kinerja semester i-2023,Neutral,Twitter (IDSMSA)
"Saham Top Laggard TLKM hingga CPIN Bisa Diborong, Perhatikan Hal Ini - Market Bisnis [URL]",saham top laggard tlkm hingga cpin bisa diborong perhatikan hal ini - market bisnis,Positive,Twitter (IDSMSA)
"TLKM hingga ASII jadi Saham Laggard Juli 2023, Simak Prospeknya - Market Bisnis [URL]",tlkm hingga asii jadi saham laggard juli 2023 simak prospeknya - market bisnis,Negative,Twitter (IDSMSA)
Simak 3 Panduan Belanja Saham Top Laggard TLKM hingga UNVR [URL],simak 3 panduan belanja saham top laggard tlkm hingga unvr,Neutral,Twitter (IDSMSA)
"[USERNAME] Belajar saham penting sih, buat gambaran saham itu ga jangka pendek tp u/ kedepan. U beli juga jangan langsung 5jt, beli tuh misal satu lot dulu misal"" pas bbca/tlkm lg turun harga beli 1 lot. Rutin baca artikel keuangan jg""",belajar saham penting sih buat gambaran saham itu ga jangka pendek tp u kedepan u beli juga jangan langsung 5jt beli tuh misal satu lot dulu misal pas bbca tlkm lg turun harga beli 1 lot rutin baca artikel keuangan jg,Positive,Twitter (IDSMSA)
"Saham Top Laggard TLKM hingga CPIN Bisa Diborong, Perhatikan Hal Ini [URL]",saham top laggard tlkm hingga cpin bisa diborong perhatikan hal ini,Positive,Twitter (IDSMSA)
"TLKM hingga ASII jadi Saham Laggard Juli 2023, Simak Prospeknya [URL]",tlkm hingga asii jadi saham laggard juli 2023 simak prospeknya,Negative,Twitter (IDSMSA)
Berapa Harga Wajar Saham TLKM (2023) - Duwitmu [URL],berapa harga wajar saham tlkm 2023 - duwitmu,Neutral,Twitter (IDSMSA)
"Deretan 10 Saham Paling Diobral Investor Asing, TLKM Hingga BTPS [URL]",deretan 10 saham paling diobral investor asing tlkm hingga btps,Negative,Twitter (IDSMSA)
Pertengahan tahun 2023 diiringi dengan kabar Telkom yang melepas saham Indihome ke Telkomsel🧐 Situasi ini membawa asing untuk melego saham TLKM dan mempengaruhi harga sahamnya yang terus turun. Apakah langkah yang diambil TLKM ini tepat?🤔 [HASHTAG] [URL],pertengahan tahun 2023 diiringi dengan kabar telkom yang melepas saham indihome ke telkomsel situasi ini membawa asing untuk melego saham tlkm dan mempengaruhi harga sahamnya yang terus turun apakah langkah yang diambil tlkm ini tepat,Negative,Twitter (IDSMSA)
"Jumlah pemegang saham terbesar di Indonesia (BBCA) adalah 274,878 orang. Data lainnya: BBRI: 298,449 pemegang GOTO: 308,554 pemegang TLKM: 168,392 Jumlah penduduk yang masuk saham obligasi reksadana: 11,062,050 SID",jumlah pemegang saham terbesar di indonesia bbca adalah 274 878 orang data lainnya bbri 298 449 pemegang goto 308 554 pemegang tlkm 168 392 jumlah penduduk yang masuk saham obligasi reksadana 11 062 050 sid,Neutral,Twitter (IDSMSA)
"IHSG Melemah di Sesi Pertama, Saham MDKA dan TLKM Jadi Top Losers [URL]",ihsg melemah di sesi pertama saham mdka dan tlkm jadi top losers,Negative,Twitter (IDSMSA)
"Pengen nyuruh pacar buat tarik saham UNVRnya dr lama. Udh dikasi kode-kode, tp katanya sayang kl CL ilang sekiam juta. Tp ini mah HMSP jilid 2",pengen nyuruh pacar buat tarik saham unvrnya dr lama sudah dikasi kode-kode tp katanya sayang kl cl ilang sekiam juta tp ini mah hmsp jilid 2,Negative,Twitter (IDSMSA)
[USERNAME] [USERNAME] Oopss kebetulan gw punya saham di hmsp emiten dr rokok sampurna yg rajin kasih deviden tiap tahun😃😃😃,oopss kebetulan saya punya saham di hmsp emiten dr rokok sampurna yang rajin kasih deviden tiap tahun,Positive,Twitter (IDSMSA)
"Saham HMSP, PTBA, BANK, dan SMRA masuk radar cuan hari ini. Intip strateginya supaya bisa cuan maksimal. [URL] [HASHTAG] [HASHTAG] [HASHTAG]",saham hmsp ptba bank dan smra masuk radar cuan hari ini intip strateginya supaya bisa cuan maksimal,Positive,Twitter (IDSMSA)
"IHSG Berpotensi Menguat ke 7.300, Cermati Saham HMSP, PTBA hingga SMRA [URL]",ihsg berpotensi menguat ke 7 300 cermati saham hmsp ptba hingga smra,Positive,Twitter (IDSMSA)
PT Hanjaya Mandala Sampoerna Tbk (HMSP) telah menyelenggarakan RUPS Luar Biasa pada 18 Januari 2024. RUPS menyetujui untuk mengangkat Andre Dahan sebagai Direktur. [HASHTAG] [HASHTAG] [HASHTAG] [URL],pt hanjaya mandala sampoerna tbk hmsp telah menyelenggarakan rups luar biasa pada 18 januari 2024 rups menyetujui untuk mengangkat andre dahan sebagai direktur,Neutral,Twitter (IDSMSA)
[USERNAME] Yaelah $HMSP sama $ADRO udah turun dari tahun lalu kali. Emang lagi downtrend itu saham.,yaelah hmsp sama adro sudah turun dari tahun lalu kali emang lagi downtrend itu saham,Negative,Twitter (IDSMSA)
